T29,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
104,Myanmar,2017,Percentage of individuals using the internet,30.6782,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
516,Namibia,2000,Percentage of individuals using the internet,1.6447,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
516,Namibia,2005,Percentage of individuals using the internet,4.0100,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
516,Namibia,2010,Percentage of individuals using the internet,11.6000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
516,Namibia,2015,Percentage of individuals using the internet,25.6879,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
516,Namibia,2016,Percentage of individuals using the internet,31.0333,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
516,Namibia,2017,Percentage of individuals using the internet,51.0000,Population aged 18 years and over.;At least once a month.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
520,Nauru,2017,Percentage of individuals using the internet,57.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
524,Nepal,2000,Percentage of individuals using the internet,0.2047,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
524,Nepal,2005,Percentage of individuals using the internet,0.8266,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
524,Nepal,2010,Percentage of individuals using the internet,7.9300,Data as at the end of December.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
524,Nepal,2015,Percentage of individuals using the internet,17.5816,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
524,Nepal,2016,Percentage of individuals using the internet,19.6888,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
524,Nepal,2017,Percentage of individuals using the internet,34.0000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
528,Netherlands,2000,Percentage of individuals using the internet,43.9844,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
528,Netherlands,2005,Percentage of individuals using the internet,81.0000,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
528,Netherlands,2010,Percentage of individuals using the internet,90.7200,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
528,Netherlands,2015,Percentage of individuals using the internet,91.7241,Population aged 12 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
528,Netherlands,2016,Percentage of individuals using the internet,90.4110,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
528,Netherlands,2017,Percentage of individuals using the internet,93.1973,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
528,Netherlands,2018,Percentage of individuals using the internet,94.7121,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
540,New Caledonia,2000,Percentage of individuals using the internet,13.9395,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
540,New Caledonia,2005,Percentage of individuals using the internet,32.3590,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
540,New Caledonia,2010,Percentage of individuals using the internet,42.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
540,New Caledonia,2015,Percentage of individuals using the internet,74.0018,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
540,New Caledonia,2017,Percentage of individuals using the internet,82.0058,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
554,New Zealand,2000,Percentage of individuals using the internet,47.3796,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
554,New Zealand,2005,Percentage of individuals using the internet,62.7202,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
554,New Zealand,2010,Percentage of individuals using the internet,80.4600,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
554,New Zealand,2015,Percentage of individuals using the internet,88.2229,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
554,New Zealand,2016,Percentage of individuals using the internet,88.4702,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
554,New Zealand,2017,Percentage of individuals using the internet,90.8111,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
558,Nicaragua,2000,Percentage of individuals using the internet,0.9802,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
558,Nicaragua,2005,Percentage of individuals using the internet,2.5664,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
558,Nicaragua,2010,Percentage of individuals using the internet,10.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
558,Nicaragua,2015,Percentage of individuals using the internet,19.7043,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
558,Nicaragua,2016,Percentage of individuals using the internet,24.5718,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
558,Nicaragua,2017,Percentage of individuals using the internet,27.8630,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
562,Niger,2000,Percentage of individuals using the internet,0.0363,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
562,Niger,2005,Percentage of individuals using the internet,0.2213,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
562,Niger,2010,Percentage of individuals using the internet,0.8300,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
562,Niger,2015,Percentage of individuals using the internet,2.4762,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
562,Niger,2016,Percentage of individuals using the internet,4.3228,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
562,Niger,2017,Percentage of individuals using the internet,10.2243,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
562,Niger,2018,Percentage of individuals using the internet,5.2505,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
566,Nigeria,2000,Percentage of individuals using the internet,0.0641,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
566,Nigeria,2005,Percentage of individuals using the internet,3.5492,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
